,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1576318,4701,Yukon Brewing Company,1262237755,4.0,4.0,3.5,wordemupg,American Pale Lager,4.0,3.5,Chilkoot Lager,5.0,12102
805115,18149,The Lost Abbey,1213406924,3.5,4.0,4.0,drumrboy22,Quadrupel (Quad),4.0,4.0,Judgment Day,10.5,34415
700082,130,Boulder Beer / Wilderness Pub,1006719363,3.0,3.0,4.0,nklatt,American Pale Ale (APA),4.0,3.0,Singletrack Copper Ale,4.9,2177
1040900,173,Hair of the Dog Brewing Company / Brewery and Tasting Room,1229231564,4.0,4.0,4.0,srandycarter,American Double / Imperial IPA,4.0,4.5,Blue Dot Double India Pale Ale,7.0,25265
1215675,708,F&M Brewery,1072068549,3.0,3.0,3.5,northyorksammy,Cream Ale,3.5,3.5,Royal City Cream Ale,5.0,12468
424606,697,Kiuchi Brewery,1056807216,4.0,4.0,4.0,BeerMansGirl,Witbier,3.5,4.0,Hitachino Nest White Ale,5.0,2013
782024,13014,Surly Brewing Company,1316527637,4.5,5.0,4.0,haywire77,American IPA,4.5,4.0,Furious,6.2,28203
1130099,105,Miller Brewing Co.,1118305234,3.5,3.0,3.0,XCobra427X,American Malt Liquor,2.5,3.0,Olde English 800,5.9,3350
487300,132,Rogue Ales,1307382204,4.0,3.5,3.5,Rifugium,Maibock / Helles Bock,3.5,4.0,Dead Guy Ale,6.5,355
401816,694,Tröegs Brewing Company,1180567477,4.5,4.5,4.0,guinnessfan,California Common / Steam Beer,4.0,4.0,Scratch Beer 1 - 2007,5.0,36571
983564,751,Big Sky Brewing Company,1259029627,4.0,3.5,3.5,BeerAdvocate,American Brown Ale,4.0,3.5,Moose Drool Brown Ale,5.1,2296
90509,140,Sierra Nevada Brewing Co.,1151688078,4.5,4.0,4.0,TheSarge,American Pale Ale (APA),3.5,4.5,Sierra Nevada Pale Ale,5.6,276
613330,199,Ballast Point Brewing Company,1318032753,4.0,3.5,4.0,ummswimmin,American Porter,4.0,4.5,Black Marlin Porter,6.0,5703
362108,6372,Fort Collins Brewing,1317256254,4.0,5.0,4.0,kylehay2004,Hefeweizen,4.0,4.0,Hefeweizen,5.0,73568
44163,263,Brauerei Heller-Trum / Schlenkerla,1277696644,4.0,4.0,4.0,Gueuzedude,Rauchbier,4.5,4.0,Aecht Schlenkerla Fastenbier,5.5,21704
540701,2372,Terrapin Beer Company,1298598484,4.0,4.5,4.0,mltobin,American Double / Imperial IPA,4.5,4.0,Terrapin Rye Squared,8.5,22042
35504,1199,Founders Brewing Company,1280706842,4.5,5.0,4.0,larryi86,American Porter,5.0,5.0,Founders Porter,6.5,7348
1244038,209,Guinness Ltd.,1286246406,3.5,3.5,4.0,xrdsci,Irish Dry Stout,4.0,3.5,Guinness Extra Stout (Original),6.0,650
42801,13831,Taps Brewing Co. Inc.,1293390461,4.5,4.5,4.0,kwjd,Russian Imperial Stout,4.5,4.0,Taps Baltic Shipwreck Russian Imperial Stout,9.0,64609
703127,822,East African Breweries Ltd (Kenya Breweries),1176256619,2.5,2.0,3.0,zeff80,American Adjunct Lager,2.5,2.5,Tusker Premium Lager,4.2,2563
224530,158,Great Divide Brewing Company,1313501134,3.5,3.5,4.0,mulder1010,Russian Imperial Stout,3.0,3.0,Belgian Style Yeti,9.5,70155
318811,35,Boston Beer Company (Samuel Adams),1087836421,4.0,4.5,4.0,ClassyLadyJen,Bock,4.5,4.5,Samuel Adams Winter Lager,5.5,101
735448,256,Lost Coast Brewery and Cafe,1028994499,4.0,4.5,4.0,WilliamPhilaPa,American IPA,4.0,4.5,Indica India Pale Ale,6.5,1670
260337,91,United Breweries - UB Group,1260688219,4.0,3.5,4.0,emerge077,American Pale Lager,4.0,3.5,Kingfisher Premium Lager,4.8,266
1553424,345,Victory Brewing Company,1066273883,4.0,3.5,3.5,GeoffFromSJ,Extra Special / Strong Bitter (ESB),4.0,3.5,Victory ESB,6.25,4172
37809,3268,O'Fallon Brewery,1258950638,2.5,3.5,3.0,Anthony1,American Porter,2.5,2.5,Smoke (Smoked Porter),6.0,7675
1214315,415,Sleeman Breweries Ltd.,1290885819,3.0,3.0,3.0,Mora2000,Euro Dark Lager,3.0,3.0,Sleeman Honey Brown Lager,5.2,1323
1413625,623,Zywiec Breweries PLC (Heineken),1143471407,4.0,3.0,3.5,mdagnew,Euro Pale Lager,3.0,3.5,Tatra,6.0,20919
489730,132,Rogue Ales,1256656225,3.5,3.5,4.5,BirdFlu,American Porter,4.0,3.5,Mocha Porter,5.3,353
612305,199,Ballast Point Brewing Company,1213891733,4.5,3.5,4.0,zeff80,Kölsch,3.5,4.0,Pale Ale,5.0,696
1302757,29,Anheuser-Busch,1278036883,4.0,3.5,3.5,jporf911,Herbed / Spiced Beer,3.5,3.5,Bud Light Golden Wheat,4.1,51464
871231,147,Stone Brewing Co.,1271217392,4.0,3.0,4.0,AleWatcher,American Amber / Red Ale,4.0,3.5,Stone Levitation Ale,4.4,6301
289728,35,Boston Beer Company (Samuel Adams),1320976662,4.0,4.5,4.0,stakem,American Stout,3.5,4.0,Samuel Adams Black & Brew Coffee Stout,5.8,74390
633557,16105,Mayflower Brewing Company,1300412081,4.5,4.5,4.0,nas5755,American Amber / Red Ale,4.0,4.5,Mayflower Spring Hop,5.3,67109
1117058,141,Smuttynose Brewing Company,1219520797,3.5,3.0,3.0,changeup45,Vienna Lager,3.5,3.0,Smuttynose Portsmouth Lager,4.5,182
983794,751,Big Sky Brewing Company,1205861307,4.0,3.0,4.0,PhxHorn,American Brown Ale,2.5,3.0,Moose Drool Brown Ale,5.1,2296
128329,10996,Roots Organic Brewery,1212813327,4.5,3.5,4.5,WonderfulSam,American Amber / Red Ale,4.5,4.5,Island Red,5.6,25341
1053721,718,Brouwerij Bavik,1109526136,2.5,3.5,4.0,BearJohnson,Tripel,3.5,2.0,Petrus Gouden Tripel,7.5,2478
866411,127,Portland Brewing Company,1200708074,2.0,3.0,3.0,coalcracker,American Pale Ale (APA),1.5,2.0,MacTarnahan's Highlander Pale Ale,,3015
465758,392,Weyerbacher Brewing Co.,1315286022,4.0,4.5,2.5,n2185,Pumpkin Ale,4.0,4.0,Imperial Pumpkin Ale,8.0,25880
1240377,209,Guinness Ltd.,1037867004,3.0,3.0,3.0,ADR,Euro Pale Lager,3.0,3.0,Harp Lager,5.0,862
1342187,15696,Tin Mill Brewing,1237680414,4.0,3.5,4.0,Monkeyknife,German Pilsener,3.5,4.0,Skyscraper,5.0,44300
1466271,96,Magic Hat Brewing Company,1017255708,4.0,4.0,3.0,Todd,American Pale Ale (APA),3.0,4.0,Fat Angel,5.0,295
1016496,178,J.W. Lees & Co (Brewers) Ltd,1323762576,4.5,4.5,3.5,ficknish,English Barleywine,4.0,4.5,J.W. Lees Harvest Ale (Port Cask),11.5,25063
893707,147,Stone Brewing Co.,1164178054,4.5,5.0,4.5,russpowell,American Strong Ale,4.0,5.0,Oaked Arrogant Bastard Ale,7.2,8951
512313,428,Mahrs-Bräu,1301790587,4.0,4.5,3.5,Sachsenfreude,Weizenbock,3.5,4.5,Der Weisse Bock,8.5,1307
1437131,63,Deschutes Brewery,1216023358,4.5,3.5,4.5,sfoley333,American Porter,4.0,4.5,Black Butte XX,11.0,42836
1294771,3912,Cameron's Brewing Co.,1280123278,3.5,3.5,3.0,cratez,Euro Dark Lager,3.0,3.0,Dark 266,4.5,27684
731880,240,Murphy Brewery Ireland Limited,1266783361,3.0,3.0,3.5,Cyberkedi,Irish Red Ale,2.5,3.0,Murphy's Irish Red Beer,5.0,913
780657,13014,Surly Brewing Company,1253744921,4.5,4.0,3.5,gatornation,Rye Beer,4.0,4.0,SurlyFest,6.0,32620
1474876,3341,Park & Bellheimer AG,1311875263,2.5,2.5,3.0,Phyl21ca,Hefeweizen,2.0,2.5,Valentins Weißbier,5.3,29702
1217124,4,Allagash Brewing Company,1176084528,3.0,4.0,3.0,flexabull,Dubbel,2.0,3.0,Allagash Dubbel Ale,7.0,10
143389,17981,Cigar City Brewing,1292287443,4.0,4.0,3.5,Chaney,American Brown Ale,3.5,3.5,Maduro Oatmeal Brown Ale,5.5,47731
1438316,63,Deschutes Brewery,1145937817,2.0,1.5,2.5,onlydeschutes,American Brown Ale,1.0,2.0,Buzzsaw Brown,4.8,29767
223615,158,Great Divide Brewing Company,1264040232,4.0,4.0,5.0,deereless,Russian Imperial Stout,4.5,4.5,Yeti Imperial Stout,9.5,12013
746372,16315,BrewDog,1299906376,2.5,4.0,3.5,cyrock1,American Double / Imperial IPA,2.5,3.5,Sink The Bismarck!,41.0,57015
774960,42,Brewery Ommegang,1233501379,4.0,3.0,3.0,JohnQVegas,American Wild Ale,4.0,4.0,Fruit Funk,6.5,47651
447093,590,New Glarus Brewing Company,1266819246,4.0,4.5,4.0,everetends,Saison / Farmhouse Ale,3.0,4.0,Unplugged Imperial Saison,8.7,49708
1439519,63,Deschutes Brewery,1299312381,4.5,4.0,4.5,DovaliHops,American Double / Imperial Stout,4.5,4.5,The Abyss,11.0,34420
439936,681,Brasserie de l'Abbaye des Rocs s.a.,1120283364,4.5,4.5,4.0,Bighuge,Belgian Strong Dark Ale,4.0,4.5,La Montagnarde [Brasserie Des Rocs Ambree],9.0,6139
266031,68,Flying Dog Brewery,1298667123,2.5,3.5,2.0,ccm414,Kölsch,2.5,3.0,Tire Bite Golden Ale,5.1,2151
1239191,494,Malt Shovel Brewery,1218758394,3.0,3.0,4.0,vancurly,Belgian Pale Ale,3.0,2.0,New Norcia Abbey Ale,7.0,40607
834687,12706,Kannah Creek Brewing Company,1298152146,3.5,3.0,3.0,cyrock1,American IPA,4.0,3.5,Broken Oar IPA,,43728
793782,579,Kona Brewing Co.,1308525748,3.5,4.0,4.0,Eriktheipaman,American Brown Ale,4.0,4.0,Koko Brown,5.5,66449
244550,780,Granville Island Brewery,1190764878,4.5,4.0,3.0,1759Girl,American Adjunct Lager,3.5,4.5,Cypress Honey Lager,4.7,11158
355258,1177,Minneapolis Town Hall Brewery,1316638619,4.0,4.5,4.0,WoodBrew,American Pale Ale (APA),4.0,4.5,Pacifica Pale Ale,5.4,73034
1132047,11063,Ølfabrikken,1199839682,4.0,4.0,4.0,stewdawg,Baltic Porter,4.0,4.0,Ølfabrikken Porter,7.5,31956
666773,16098,Margaritaville Brewing Co.,1216330944,2.0,2.5,2.5,cvstrickland,American Adjunct Lager,3.0,2.5,Landshark Lager,4.7,34804
1569769,2807,Microbrasserie Charlevoix,1305067075,3.5,3.5,5.0,MasterSki,American Double / Imperial IPA,4.5,3.0,La Vache Folle Double IPA - Centennial,9.0,64281
864700,9790,The Duck-Rabbit Craft Brewery,1181250458,3.5,3.5,4.0,barefootbrewer,Russian Imperial Stout,3.5,4.5,Duck-Rabbit Rabid Duck,10.0,27249
277764,22200,Wormtown Brewing Co.,1297025902,4.0,4.0,4.5,jlindros,American Barleywine,4.5,4.5,Beer Goggles Barleywine,10.0,65410
87123,140,Sierra Nevada Brewing Co.,1283021194,3.5,3.5,3.5,ZAP,American Brown Ale,3.5,3.5,Sierra Nevada Tumbler Autumn Brown Ale,5.5,60420
1042443,173,Hair of the Dog Brewing Company / Brewery and Tasting Room,1270961458,4.5,4.5,4.0,onix1agr,Old Ale,4.5,5.0,Cherry Adam From The Wood,10.0,45936
1038944,4098,Siebensternbräu,1161146091,4.5,4.0,4.5,Globetrotter,Munich Dunkel Lager,3.5,4.0,7 Stern Prager Dunkles,4.4,30530
961514,285,Brauerei Schloss Eggenberg,1121664125,3.5,3.5,3.5,cokes,Scottish Ale,3.5,3.5,Mac Queen's Nessie,5.0,1831
1053837,718,Brouwerij Bavik,1238899130,3.5,4.0,4.0,beveritt,Tripel,3.5,4.0,Petrus Gouden Tripel,7.5,2478
1303126,29,Anheuser-Busch,1234996346,3.5,4.0,4.5,drinkinhman,American Amber / Red Ale,3.0,3.0,Budweiser American Ale,5.3,43118
150594,3818,Southern Tier Brewing Company,1134361152,3.5,3.5,3.5,nlmartin,American Porter,3.0,3.5,Porter,5.2,10433
216627,13667,Starr Hill Brewery,1316048022,3.5,3.0,3.0,chinchill,American Amber / Red Lager,4.0,3.5,Starr Hill Jomo Lager,5.57,33177
1290870,22399,Vanberg & DeWulf,1298954488,4.5,4.5,4.0,burnheartsMKE,Lambic - Unblended,4.5,5.0,Lambrucha,3.5,56855
358768,5456,Jilin Yinpu Brewery,1090523922,4.0,3.5,4.0,putnam,Schwarzbier,4.0,4.0,Yinpu Black Rice Beer,4.6,11790
423407,697,Kiuchi Brewery,1283723007,4.0,4.0,4.0,armock,Herbed / Spiced Beer,4.0,4.0,Commemorative Ale,9.0,40223
1375478,598,Onion Pub & Brewery / Wild Onion Brewing Co.,1312805087,3.0,3.5,4.5,BeerFMAndy,Witbier,3.5,2.5,Summer Wit,5.0,1584
401495,694,Tröegs Brewing Company,1235869083,4.5,4.0,4.0,BeerTruth,German Pilsener,4.0,4.5,Scratch Beer 17 - 2009,5.6,47264
1284667,335,New Holland Brewing Company,1259022704,4.0,2.0,3.0,techfed87,Smoked Beer,4.0,4.0,Charkoota Rye,7.79,47050
505408,132,Rogue Ales,1057408881,4.5,4.0,5.0,TheDM,Oatmeal Stout,4.0,4.5,Shakespeare Oatmeal Stout,6.1,56973
38858,1417,Black Sheep Brewery PLC,1260823991,4.5,4.0,4.5,Papuusa,English Brown Ale,5.0,4.5,Riggwelter Yorkshire Ale,5.7,3939
1141273,863,Russian River Brewing Company,1185983443,3.5,4.0,4.0,DaPeculierDane,Tripel,4.0,3.5,Damnation Batch 23 (Oak Aged),11.0,37578
934459,287,"Bell's Brewery, Inc.",1188444576,4.5,4.0,4.0,edgeofcenter,American IPA,4.0,4.5,Two Hearted Ale,7.0,1093
101025,675,Brouwerij Roman N.V.,1240753067,4.5,4.0,4.0,Billolick,Belgian Strong Pale Ale,4.0,4.5,Sloeber,7.5,7634
88820,140,Sierra Nevada Brewing Co.,1313184121,4.0,4.0,4.0,garbercury,Saison / Farmhouse Ale,4.0,4.0,Ovila Abbey Saison,7.0,67230
1416922,139,Shipyard Brewing Co.,1038345906,2.0,3.5,3.5,Todd,English India Pale Ale (IPA),2.0,2.5,Shipyard IPA,5.8,693
394845,20681,Maine Beer Company,1274572253,4.5,4.5,5.0,twelvsies,American Amber / Red Ale,5.0,4.5,Zoe,7.2,54522
538013,2372,Terrapin Beer Company,1227464999,3.5,3.5,3.0,Stinkypuss,Hefeweizen,4.0,3.5,Terrapin SunRay Wheat Beer,4.5,45069
751070,148,Belhaven Brewery Company Ltd.,1310950187,4.0,3.5,3.5,deadonhisfeet,Scottish Ale,4.0,4.0,St. Andrew's Ale,4.6,1164
434498,14319,AMB - Maître Brasseur,1204004425,4.0,3.0,3.0,bassmantin,American Blonde Ale,3.0,3.0,Lysée Dorée,5.0,40713
1461545,96,Magic Hat Brewing Company,1149355384,4.0,4.5,4.0,Liquids,American Amber / Red Ale,4.0,4.0,Batch 374,5.9,30138
651846,16057,Maui Brewing Co.,1280785844,4.0,4.0,4.0,indiapaleale,American Pale Wheat Ale,4.0,4.0,Mana Wheat,5.5,60682
141076,17981,Cigar City Brewing,1282699151,5.0,4.5,4.5,junjun,Scotch Ale / Wee Heavy,4.5,4.5,Big Sound Scotch Ale,8.5,46366
943073,287,"Bell's Brewery, Inc.",1208582068,4.5,5.0,4.0,Rootdog316,Russian Imperial Stout,4.0,4.5,Bell's Expedition Stout,10.5,1444
800701,18149,The Lost Abbey,1282365607,4.0,4.0,4.0,oglmcdgl,Bière de Garde,4.0,4.0,Avant Garde,7.0,30423
199130,192,New Belgium Brewing,1289891070,4.0,4.0,4.5,philosobeer,Dubbel,3.5,3.5,Abbey Belgian Style Ale,7.0,1912
394765,20681,Maine Beer Company,1300708857,4.5,4.5,4.5,BeerMaverick,American Amber / Red Ale,4.0,4.5,Zoe,7.2,54522
620480,10097,Harpoon Brewery,1207187833,3.5,4.0,3.5,msolar,Scottish Ale,3.0,3.5,Steve Stewart's Firth Of Forth Ale (100 Barrel Series #22),5.4,41198
999906,4778,3 Ravens Brewing,1315559514,3.0,3.5,3.5,spicelab,Roggenbier,3.5,3.0,3 Ravens Rye,5.7,62096
1571213,342,The Caledonian Brewery Company Limited,1112652674,4.0,3.5,3.5,Hibernator,English Brown Ale,3.5,4.0,Newcastle Brown Ale,4.7,639
778480,13014,Surly Brewing Company,1296887166,3.5,3.0,4.0,Dunt,American Brown Ale,3.5,4.0,Bender,5.1,28165
1361685,220,Lagunitas Brewing Company,1313523795,4.5,4.0,3.0,ehammond1,American Double / Imperial Stout,3.0,4.5,Bourbon Barrel Cappuccino Stout,8.25,51108
220772,158,Great Divide Brewing Company,1272738827,3.5,3.5,3.5,smcolw,Scotch Ale / Wee Heavy,3.5,3.5,Claymore Scotch Ale,7.7,47440
417047,73,Great Lakes Brewing Company,1040855647,4.5,4.0,4.0,49degrees,Vienna Lager,4.0,4.5,Great Lakes Eliot Ness,6.2,229
165841,610,Bear Republic Brewing Co.,1323381921,4.5,4.5,4.0,jjboesen,American Double / Imperial IPA,5.0,4.5,Apex,7.5,22172
5294,14879,Hoppin' Frog Brewery,1247966257,4.5,4.0,3.5,Reagan1984,Russian Imperial Stout,4.5,4.5,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
1505638,5051,Linden Brauerei GmbH,1096895311,3.5,3.5,3.0,cypressbob,German Pilsener,3.0,3.5,Grafen Walder Premium Pils,4.8,20179
13916,24445,Haymarket Pub & Brewery,1317261361,4.0,3.5,4.5,MasterSki,Märzen / Oktoberfest,4.0,3.5,Oktoberfest Marzen Bier,6.5,73571
1355702,220,Lagunitas Brewing Company,1289777489,3.5,4.0,3.5,Franz4,American Strong Ale,3.5,3.5,Brown Shugga',9.99,2264
99963,2958,BFM Brasserie Des Franches-Montagnes,1242591802,4.0,4.0,3.5,glid02,Belgian Strong Dark Ale,4.0,4.0,La Torpille,7.5,21897
686470,22893,Epic Brewing Co.,1306476331,4.0,4.0,4.0,Beaver13,American Amber / Red Ale,3.0,4.0,Imperial Red Ale,8.1,60873
1516514,735,21st Amendment Brewery,1298428162,3.0,3.5,4.0,cbutova,American Pale Ale (APA),3.0,3.0,Bitter American,4.4,34791
278547,1103,Nimbus Brewing Company,1063835194,4.0,4.0,4.0,Gueuzedude,English Brown Ale,3.5,3.5,Nimbus Nut Brown Ale,5.0,7279
1330779,26,Three Floyds Brewing Co. & Brewpub,1064610978,4.5,4.0,4.0,ngandhi,Scottish Ale,3.5,4.0,Robert The Bruce Scottish Ale,6.5,1159
1357321,220,Lagunitas Brewing Company,1130473564,3.5,3.0,4.0,pegtheamazing,American Amber / Red Ale,4.0,3.0,Censored,6.75,3711
1023640,353,"Carlton & United Breweries, Ltd.",1126582660,4.0,2.0,2.0,DaveFL1976,American Adjunct Lager,3.5,3.0,NT Draught,4.9,25818
260788,91,United Breweries - UB Group,1298324058,3.0,2.0,2.0,secondtooth,American Adjunct Lager,2.5,3.0,Taj Mahal Premium Lager,4.5,2970
885864,147,Stone Brewing Co.,1262823720,4.0,4.0,4.0,brewandbbq,Belgian Strong Dark Ale,4.0,4.0,Stone 09.09.09 Vertical Epic Ale,8.6,52441
1115483,141,Smuttynose Brewing Company,1119823620,4.0,3.5,4.0,PatandDavid,American Double / Imperial IPA,4.0,4.5,Smuttynose Big A IPA (Big Beer Series),9.6,4394
1329714,26,Three Floyds Brewing Co. & Brewpub,1167452498,5.0,4.0,4.0,RockyTopHeel,American Pale Ale (APA),3.5,4.0,Pride & Joy Mild Ale,5.0,1158
394432,20681,Maine Beer Company,1305940850,4.5,4.0,4.0,sitarist,American Pale Ale (APA),3.5,4.0,Peeper Ale,5.5,51512
1232190,10001,Hockley Valley Brewing Co.,1231282879,3.0,4.0,2.5,brewjones,Irish Dry Stout,2.0,2.5,Hockley Stout,4.6,35859
1189555,10099,Dogfish Head Brewery,1314205114,3.5,3.5,4.0,KickInTheChalice,American IPA,4.0,3.5,75 Minute IPA,7.5,15758
1220866,4,Allagash Brewing Company,1289958618,4.0,4.0,4.5,ffejherb,Belgian IPA,4.0,4.0,Allagash Hugh Malone,8.5,36527
728575,17963,Nectar Ales,1025550633,4.5,4.0,4.5,Mark,American Amber / Red Ale,4.0,4.5,Red Nectar,5.5,1663
1085743,1550,Rock Bottom Restaurant & Brewery,1244227525,3.5,3.5,3.5,Redrover,American Pale Wheat Ale,3.5,3.5,Faller Wheat,,13749
198742,192,New Belgium Brewing,1315368853,3.0,3.0,4.0,GeezLynn,Fruit / Vegetable Beer,4.0,3.5,Lips Of Faith - Kick,8.5,71919
1299806,29,Anheuser-Busch,1261937740,4.0,3.0,4.0,buschbeer,Light Lager,3.0,3.5,Michelob Light,4.3,1253
7340,22167,Fulton Beer,1279638134,4.0,3.5,4.0,tempest,English India Pale Ale (IPA),4.0,4.0,Sweet Child Of Vine,6.4,56259
1226398,347,Bar Harbor Brewing Company,1158243478,4.5,4.0,4.5,jazzflap,American Stout,4.5,4.5,Cadillac Mountain Stout,6.7,3338
973134,74,Gritty McDuff's Brewing Company,1064287081,3.5,4.0,4.0,86MonteSS,Irish Dry Stout,4.0,3.5,Gritty McDuff's Black Fly Stout,4.1,1149
702226,923,Ska Brewing Co.,1070872974,4.0,3.5,4.0,feloniousmonk,American Porter,3.5,4.0,Ten Pin Porter!,5.5,2942
411158,694,Tröegs Brewing Company,1269302128,5.0,4.0,5.0,kbeals,American Amber / Red Ale,4.5,4.5,Tröegs Nugget Nectar,7.5,15881
926546,287,"Bell's Brewery, Inc.",1263949368,4.5,4.5,4.0,glid02,American Stout,4.0,4.0,Bell's Cherry Stout,7.0,2511
212369,1335,Tun Tavern,1173277194,4.5,4.0,4.0,ClockworkOrange,American IPA,4.0,4.0,Tun Tavern All American IPA,6.2,3665
474472,392,Weyerbacher Brewing Co.,1241844491,4.0,4.5,4.0,apowar,Russian Imperial Stout,3.0,4.5,Heresy,8.0,18198
481659,388,Brasserie Cantillon,1286758810,4.5,4.0,4.0,andrewinski1,Gueuze,5.0,4.0,Cantillon Crianza Helena,5.0,47088
598712,1549,Goose Island Beer Co.,1282333611,4.5,5.0,4.0,MasterSki,Saison / Farmhouse Ale,4.0,4.0,Scully,9.0,61122
206949,192,New Belgium Brewing,1309143429,3.5,3.0,3.5,Jinholic,Tripel,3.5,3.0,Trippel Belgian Style Ale,7.8,1054
1307436,29,Anheuser-Busch,1196703181,4.0,3.5,4.0,PittBeerGirl,Winter Warmer,3.5,3.5,Winter's Bourbon Cask Ale,6.0,27354
124114,273,SweetWater Brewing Company,1226725554,4.5,3.5,3.5,adamette,Witbier,3.5,3.5,Sweetwater Hummer,5.1,23458
53309,3704,"Stone Iwamoto Co., Ltd / Hakusekikan Beer Restaurant BACCHUS",1310970362,3.5,3.5,4.0,augustgarage,Lambic - Unblended,4.0,4.0,Hakusekikan Shizen Bakushu,5.5,50364
1162434,10099,Dogfish Head Brewery,1159248317,3.5,4.0,4.0,MurphyMacManus,American Stout,3.5,4.0,Chicory Stout,5.2,1153
310106,35,Boston Beer Company (Samuel Adams),1308349013,2.5,2.0,4.0,Mitchster,Light Lager,3.0,2.0,Sam Adams Light,4.0,1503
250428,215,Bières de Chimay S.A.,1061651901,4.0,4.5,4.5,tavernjef,Dubbel,4.5,4.5,Chimay Première (Red),7.0,672
30075,1199,Founders Brewing Company,1167194194,1.0,3.0,3.0,AndoBrew,Quadrupel (Quad),3.0,2.0,Founders Bad Habit Belgian Quad,9.8,16073
739206,14952,Williamsburg AleWerks,1300325131,4.5,4.5,3.5,Thorpe429,Milk / Sweet Stout,4.5,4.5,Coffeehouse Stout,5.4,48782
1470908,458,Real Ale Brewing Company,1315973710,4.5,4.0,4.0,ccrida,English Brown Ale,4.0,4.0,Brewhouse Brown Ale,5.4,2299
827602,2097,Kuhnhenn Brewing Company,1294790616,2.5,4.0,4.0,tokyotim3000,American Black Ale,2.0,4.0,Kuhnhenn Hooded Knight,9.0,63102
1021551,290,Binding-Brauerei AG,1054141040,4.0,3.5,3.5,stoutman,Dunkelweizen,3.5,4.0,Schöfferhofer Dunkles Hefeweizen,5.0,7400
85460,140,Sierra Nevada Brewing Co.,1047918444,4.5,4.5,4.5,Valevapor,American IPA,4.0,4.5,Sierra Nevada Celebration Ale,6.8,1904
1378251,9761,Lammin Sahti Oy,1190918271,3.0,3.5,3.0,seedee17,Sahti,3.0,3.5,Lammin Kataja Olut,7.0,21505
1063727,960,Browar Dojlidy S.A.,1078191255,3.0,4.0,3.0,Mitchster,Euro Strong Lager,4.0,4.0,Dojlidy Magnat,7.0,3087
1506537,321,Brasserie d'Achouffe,1155865347,5.0,4.5,5.0,Estarrio,Belgian IPA,4.5,5.0,Houblon Chouffe Dobbelen IPA Tripel,9.0,27804
403723,694,Tröegs Brewing Company,1133059684,4.5,4.0,4.5,ggaughan,Belgian Strong Dark Ale,4.0,4.5,Tröegs Mad Elf,11.0,7531
1208904,898,Heavy Seas Beer,1280372323,4.0,4.0,4.5,begforme4484,American IPA,4.0,4.0,Heavy Seas - Loose Cannon (Hop3 Ale),7.25,25755
1243846,209,Guinness Ltd.,1076906674,4.0,3.5,4.5,BuckeyeNation,Irish Dry Stout,4.5,3.5,Guinness Extra Stout (Original),6.0,650
1201082,3442,Microbrouwerij Achilles,1255980548,2.5,3.0,3.5,stcules,Belgian Pale Ale,2.5,2.5,Heksemiebier,6.2,53515
1521975,45,Brooklyn Brewery,1279853737,3.5,4.0,4.5,kiddynamite920,Russian Imperial Stout,4.0,4.0,Brooklyn Black OPS,10.7,40149
1543745,345,Victory Brewing Company,1177368474,3.5,3.0,4.0,CowboyDarb,American IPA,4.0,4.5,HopDevil Ale,6.7,1005
722087,689,Two Brothers Brewing Company,1274236566,4.0,3.5,4.5,Vonerichs,American IPA,4.0,4.0,Resistance IPA,6.9,56889
829510,267,Odell Brewing Company,1320641033,4.0,4.5,5.0,claytong,American Black Ale,3.5,4.0,Mountain Standard Double Black IPA,9.5,63543
346406,754,Erie Brewing Co.,1262057008,4.0,3.5,4.5,jacobseyb,Scotch Ale / Wee Heavy,4.0,3.5,Ol' Red Cease And Desist,10.1,39695
627292,262,Shmaltz Brewing Company,1298258280,3.0,3.5,3.5,Jadjunk,American Brown Ale,3.5,3.0,He'Brew Messiah Bold,5.6,12694
263455,68,Flying Dog Brewery,1313269553,4.5,4.0,4.5,ChugginOil,Baltic Porter,4.0,4.5,Wild Dog Barrel-Aged Gonzo Imperial Porter,9.5,36342
1116885,141,Smuttynose Brewing Company,1174586759,4.0,3.5,3.5,hunteraw,Vienna Lager,3.5,4.0,Smuttynose Portsmouth Lager,4.5,182
1243111,209,Guinness Ltd.,1232681773,4.0,3.0,3.0,McKnightOwl,Irish Dry Stout,3.0,3.0,Guinness Draught,4.2,754
683986,15435,Beau's All Natural Brewing Company,1315930692,3.5,3.0,4.0,TheSevenDuffs,Rye Beer,3.5,3.5,Roggenbier,5.5,73101
249004,215,Bières de Chimay S.A.,1042574606,4.0,4.0,4.0,DerKaiser,Tripel,4.0,3.5,Chimay Tripel (White),8.0,1346
718502,804,Brasserie de Silly S.A.,1277614674,3.5,3.5,3.5,xylophonica,Belgian Pale Ale,3.5,3.5,Abbaye De Forest,6.5,42338
1541305,345,Victory Brewing Company,1100739899,3.5,4.0,4.0,northyorksammy,Tripel,3.5,3.5,Golden Monkey,9.5,1003
408802,694,Tröegs Brewing Company,1296839711,4.0,3.5,4.0,grub,American Wild Ale,4.0,4.5,Splinter Blue,,61894
